hive,day,hour,temp,humid,weight,file_size,workers_avg,drones_avg,total,ratio,workers_array,drones_array
AppMAIS14R,2023-06-06,19,93.92,52.5,0.0,40705048,13.2,0.4,13.6,33.0,"[7, 16, 15, 15, 13]","[0, 1, 0, 0, 1]"
AppMAIS14R,2023-06-07,13,91.4,53.1,0.0,25867373,8.4,0.2,8.6,42.0,"[11, 10, 6, 11, 4]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-06-07,15,92.66,51.8,0.0,45175497,12.8,0.8,13.600000000000001,16.0,"[9, 10, 14, 14, 17]","[1, 1, 1, 1, 0]"
AppMAIS14R,2023-06-07,17,93.92,54.1,0.01,57831597,16.6,5.0,21.6,3.32,"[17, 18, 17, 15, 16]","[5, 5, 5, 6, 4]"
AppMAIS14R,2023-06-08,09,91.22,53.4,0.0,17464149,11.8,0.4,12.200000000000001,29.5,"[14, 12, 10, 12, 11]","[0, 0, 0, 2, 0]"
AppMAIS14R,2023-06-08,11,91.4,52.6,0.0,22666515,11.6,0.2,11.799999999999999,58.0,"[12, 14, 11, 11, 10]","[1, 0, 0, 0, 0]"
AppMAIS14R,2023-06-08,15,93.38,49.2,0.0,40363971,14.2,1.4,15.6,10.14,"[16, 13, 13, 14, 15]","[2, 1, 1, 2, 1]"
AppMAIS14R,2023-06-08,17,94.82,52.1,0.0,60634678,14.4,2.2,16.6,6.55,"[2, 19, 16, 18, 17]","[0, 2, 4, 2, 3]"
AppMAIS14R,2023-06-08,19,95.0,51.5,0.0,52312102,21.0,0.4,21.4,52.5,"[22, 20, 22, 23, 18]","[1, 0, 1, 0, 0]"
AppMAIS14R,2023-06-09,09,92.3,53.1,0.0,24579405,12.0,1.2,13.2,10.0,"[12, 10, 14, 11, 13]","[1, 1, 1, 1, 2]"
AppMAIS14R,2023-06-09,15,93.56,51.9,0.0,37904510,15.4,1.8,17.2,8.56,"[15, 17, 19, 14, 12]","[2, 2, 1, 2, 2]"
AppMAIS14R,2023-06-09,17,94.46,53.7,0.0,67970120,14.0,2.0,16.0,7.0,"[0, 14, 20, 17, 19]","[0, 2, 1, 3, 4]"
AppMAIS14R,2023-06-09,19,94.64,51.7,0.0,53455519,16.0,1.2,17.2,13.33,"[5, 18, 18, 18, 21]","[1, 2, 1, 1, 1]"
AppMAIS14R,2023-06-10,11,92.48,53.2,0.0,27538015,15.8,1.0,16.8,15.8,"[16, 16, 15, 14, 18]","[1, 1, 1, 1, 1]"
AppMAIS14R,2023-06-10,13,93.02,52.8,0.0,28995624,14.6,0.2,14.799999999999999,73.0,"[17, 15, 16, 14, 11]","[0, 0, 0, 0, 1]"
AppMAIS14R,2023-06-10,17,94.46,51.0,0.0,62670505,20.2,0.8,21.0,25.25,"[21, 18, 22, 21, 19]","[1, 2, 1, 0, 0]"
AppMAIS14R,2023-06-10,19,96.08,50.3,0.0,55141964,34.8,0.2,35.0,174.0,"[36, 33, 35, 36, 34]","[0, 0, 0, 1, 0]"
AppMAIS14R,2023-06-11,09,92.48,57.0,0.0,26634750,10.0,0.6,10.6,16.67,"[10, 10, 8, 10, 12]","[0, 1, 1, 1, 0]"
AppMAIS14R,2023-06-11,11,93.02,52.1,0.0,27374602,13.2,0.2,13.399999999999999,66.0,"[14, 15, 13, 12, 12]","[0, 1, 0, 0, 0]"
AppMAIS14R,2023-06-11,13,93.56,51.4,0.0,29240323,17.4,0.2,17.599999999999998,87.0,"[16, 16, 18, 17, 20]","[0, 0, 1, 0, 0]"
AppMAIS14R,2023-06-11,15,94.1,53.6,0.0,35367855,13.0,0.4,13.4,32.5,"[11, 16, 12, 15, 11]","[0, 0, 1, 0, 1]"
AppMAIS14R,2023-06-11,17,95.0,52.4,0.0,51052599,9.6,0.4,10.0,24.0,"[1, 14, 11, 12, 10]","[1, 0, 0, 1, 0]"
